,title,cast,director,keywords,genres,fea
1226,Pay It Forward,"['kevinspacey', 'helenhunt', 'haleyjoelosment', 'jaymohr', 'jimcaviezel']",mimileder,"[""child'spointofview"", 'candlelightvigil', 'gooddeed', 'exoticdancer', 'schoolteacher']","['drama', 'romance']",child'spointofview candlelightvigil gooddeed exoticdancer schoolteacher kevinspacey helenhunt haleyjoelosment jaymohr jimcaviezel mimileder drama romance
1227,Fever Pitch,"['drewbarrymore', 'jimmyfallon', 'jasonspevack', 'jackkehler', 'maureenkeiller']",bobbyfarrelly,"['baseball', 'fanatic', 'relationshipproblems', 'sport', 'teacher']","['comedy', 'drama', 'romance']",baseball fanatic relationshipproblems sport teacher drewbarrymore jimmyfallon jasonspevack jackkehler maureenkeiller bobbyfarrelly comedy drama romance
1228,Drillbit Taylor,"['owenwilson', 'lesliemann', 'joshpeck', 'daviddorfman', 'natehartley']",stevenbrill,"['prison', 'jealousy', 'homelessperson', 'beach', 'parentskidsrelationship']",['comedy'],prison jealousy homelessperson beach parentskidsrelationship owenwilson lesliemann joshpeck daviddorfman natehartley stevenbrill comedy
1229,A Million Ways to Die in the West,"['sethmacfarlane', 'charlizetheron', 'liamneeson', 'amandaseyfried', 'neilpatrickharris']",sethmacfarlane,"['gunslinger', 'farmer', 'wildwest', 'laxative']","['comedy', 'western']",gunslinger farmer wildwest laxative sethmacfarlane charlizetheron liamneeson amandaseyfried neilpatrickharris sethmacfarlane comedy western
1230,The Shadow,"['alecbaldwin', 'johnlone', 'penelopeannmiller', 'peterboyle', 'ianmckellen']",russellmulcahy,"['newyork', 'atomicbomb', 'ladykiller', 'hypnosis', 'superhero']","['adventure', 'fantasy', 'action', 'thriller', 'sciencefiction']",newyork atomicbomb ladykiller hypnosis superhero alecbaldwin johnlone penelopeannmiller peterboyle ianmckellen russellmulcahy adventure fantasy action thriller sciencefiction
1231,Extremely Loud & Incredibly Close,"['thomashorn', 'tomhanks', 'sandrabullock', 'maxvonsydow', 'johngoodman']",stephendaldry,"['basedonnovel', 'autism', 'key', 'scavengerhunt', 'deathoffather']",['drama'],basedonnovel autism key scavengerhunt deathoffather thomashorn tomhanks sandrabullock maxvonsydow johngoodman stephendaldry drama
1232,Morning Glory,"['rachelmcadams', 'harrisonford', 'patrickwilson', 'jeffgoldblum', 'dianekeaton']",rogermichell,"['workethic', 'tvmorningshow', 'tvreporter']","['comedy', 'drama', 'romance']",workethic tvmorningshow tvreporter rachelmcadams harrisonford patrickwilson jeffgoldblum dianekeaton rogermichell comedy drama romance
1233,Get Rich or Die Tryin',"['50cent', 'joybryant', 'adewaleakinnuoye-agbaje', 'omarbensonmiller', 'terrencehoward']",jimsheridan,"['lossofmother', 'attemptedmurder', 'career', 'musical', 'rapper']",['drama'],lossofmother attemptedmurder career musical rapper 50cent joybryant adewaleakinnuoye-agbaje omarbensonmiller terrencehoward jimsheridan drama
1234,The Art of War,"['wesleysnipes', 'donaldsutherland', 'maurychaykin', 'annearcher', 'michaelbiehn']",christianduguay,"['china', 'chinesewoman', 'secretagent', 'conspiracyofmurder', 'unitednations']","['crime', 'action', 'adventure']",china chinesewoman secretagent conspiracyofmurder unitednations wesleysnipes donaldsutherland maurychaykin annearcher michaelbiehn christianduguay crime action adventure
1235,Rent,"['anthonyrapp', 'adampascal', 'rosariodawson', 'jessel.martin', 'wilsonjermaineheredia']",chriscolumbus,"['gay', 'sex', 'aids', 'musical', 'hiv']","['drama', 'romance']",gay sex aids musical hiv anthonyrapp adampascal rosariodawson jessel.martin wilsonjermaineheredia chriscolumbus drama romance
1236,Bless the Child,"['kimbasinger', 'angelabettis', 'hollistoncoleman', 'rufussewell', 'christinaricci']",chuckrussell,"['sistersisterrelationship', 'autism', 'mephisto', 'satanism', 'ersatz']","['drama', 'horror', 'thriller', 'crime']",sistersisterrelationship autism mephisto satanism ersatz kimbasinger angelabettis hollistoncoleman rufussewell christinaricci chuckrussell drama horror thriller crime
1237,The Out-of-Towners,"['stevemartin', 'goldiehawn', 'johncleese', 'markmckinney', 'jessicacauffiel']",samweisman,"['newyork', 'travel', 'misfortune']",['comedy'],newyork travel misfortune stevemartin goldiehawn johncleese markmckinney jessicacauffiel samweisman comedy
1238,The Island of Dr. Moreau,"['marlonbrando', 'valkilmer', 'davidthewlis', 'fairuzabalk', 'danielrigney']",johnfrankenheimer,"['monster', 'experiment', 'island', 'mutation', 'genetics']","['fantasy', 'horror', 'sciencefiction']",monster experiment island mutation genetics marlonbrando valkilmer davidthewlis fairuzabalk danielrigney johnfrankenheimer fantasy horror sciencefiction
1239,The Musketeer,"['catherinedeneuve', 'menasuvari', 'stephenrea', 'timroth', 'justinchambers']",peterhyams,"['lossoffamily', 'queen', 'power', 'powertakeover', 'kingdom']","['action', 'adventure', 'drama']",lossoffamily queen power powertakeover kingdom catherinedeneuve menasuvari stephenrea timroth justinchambers peterhyams action adventure drama
1240,The Other Boleyn Girl,"['natalieportman', 'scarlettjohansson', 'ericbana', 'jimsturgess', 'kristinscottthomas']",justinchadwick,"['england', 'sistersisterrelationship', 'queen', 'kingdom', 'henryviii']",['drama'],england sistersisterrelationship queen kingdom henryviii natalieportman scarlettjohansson ericbana jimsturgess kristinscottthomas justinchadwick drama
1241,Sweet November,"['keanureeves', 'charlizetheron', 'jasonisaacs', 'greggermann', 'laurengraham']",pato'connor,"['workaholic', 'dogsitter']","['drama', 'romance']",workaholic dogsitter keanureeves charlizetheron jasonisaacs greggermann laurengraham pato'connor drama romance
1242,The Reaping,"['hilaryswank', 'davidmorrissey', 'idriselba', 'annasophiarobb', 'stephenrea']",stephenhopkins,"['river', 'miracle', 'bible', 'louisiana', 'frog']",['horror'],river miracle bible louisiana frog hilaryswank davidmorrissey idriselba annasophiarobb stephenrea stephenhopkins horror
1243,Mean Streets,"['harveykeitel', 'robertdeniro', 'davidproval', 'amyrobinson', 'richardromanus']",martinscorsese,"['epilepsy', 'protectionmoney', 'secretlove', 'money', 'redemption']","['drama', 'crime']",epilepsy protectionmoney secretlove money redemption harveykeitel robertdeniro davidproval amyrobinson richardromanus martinscorsese drama crime
1244,Renaissance Man,"['dannydevito', 'markwahlberg', 'gregoryhines', 'jamesremar', 'edbegleyjr.']",pennymarshall,"['vietnamveteran', 'commercial', 'advertisingexpert', 'kaserne', 'stau']","['comedy', 'war']",vietnamveteran commercial advertisingexpert kaserne stau dannydevito markwahlberg gregoryhines jamesremar edbegleyjr. pennymarshall comedy war
1245,Colombiana,"['zoesaldana', 'cliffcurtis', 'callumblue', 'michaelvartan', 'lenniejames']",oliviermegaton,"['streetgang', 'uncle', 'femaleassassin', 'witnesstomurder']","['action', 'thriller', 'crime', 'drama']",streetgang uncle femaleassassin witnesstomurder zoesaldana cliffcurtis callumblue michaelvartan lenniejames oliviermegaton action thriller crime drama
1246,Quest for Camelot,"['jessalyngilsig', 'caryelwes', 'garyoldman', 'donrickles', 'janeseymour']",frederikduchau,[],"['fantasy', 'animation', 'drama', 'romance', 'family']", jessalyngilsig caryelwes garyoldman donrickles janeseymour frederikduchau fantasy animation drama romance family
1247,City By The Sea,"['robertdeniro', 'jamesfranco', 'francesmcdormand', 'elizadushku', 'georgedzundza']",michaelcaton-jones,"['murder', 'homicidedetective']","['crime', 'drama', 'mystery']",murder homicidedetective robertdeniro jamesfranco francesmcdormand elizadushku georgedzundza michaelcaton-jones crime drama mystery
1248,At First Sight,"['valkilmer', 'mirasorvino', 'kellymcgillis', 'stevenweber', 'brucedavison']",irwinwinkler,"['blind', 'massagetherapist']","['drama', 'romance']",blind massagetherapist valkilmer mirasorvino kellymcgillis stevenweber brucedavison irwinwinkler drama romance
1249,Torque,"['martinhenderson', 'icecube', 'monetmazur', 'adamscott', 'mattschulze']",josephkahn,"['ex-girlfriend', 'drugdealer', 'gang', 'motorcyclist']",['action'],ex-girlfriend drugdealer gang motorcyclist martinhenderson icecube monetmazur adamscott mattschulze josephkahn action
1250,City Hall,"['alpacino', 'johncusack', 'bridgetfonda', 'dannyaiello', 'martinlandau']",haroldbecker,"['corruption', 'undercover', 'warondrugs', 'mayor', 'drugdealer']","['drama', 'thriller']",corruption undercover warondrugs mayor drugdealer alpacino johncusack bridgetfonda dannyaiello martinlandau haroldbecker drama thriller
1251,Showgirls,"['elizabethberkley', 'kylemaclachlan', 'ginagershon', 'glennplummer', 'robertdavi']",paulverhoeven,"['dancing', 'femalenudity', 'go-godancer', 'spanner', 'seduction']",['drama'],dancing femalenudity go-godancer spanner seduction elizabethberkley kylemaclachlan ginagershon glennplummer robertdavi paulverhoeven drama
1252,Marie Antoinette,"['kirstendunst', 'jasonschwartzman', 'judydavis', 'riptorn', 'rosebyrne']",sofiacoppola,"['shoe', 'voiceover', 'rite', 'theatreaudience', 'brideandgroom']","['drama', 'history']",shoe voiceover rite theatreaudience brideandgroom kirstendunst jasonschwartzman judydavis riptorn rosebyrne sofiacoppola drama history
1253,Kiss of Death,"['davidcaruso', 'samuell.jackson', 'nicolascage', 'helenhunt', 'kathrynerbe']",barbetschroeder,['hoodlum'],"['action', 'crime', 'drama', 'thriller']",hoodlum davidcaruso samuell.jackson nicolascage helenhunt kathrynerbe barbetschroeder action crime drama thriller
1254,Get Carter,"['sylvesterstallone', 'mirandarichardson', 'rachaelleighcook', 'mickeyrourke', 'johnnystrong']",stephent.kay,"['ritual', 'pornographicvideo', 'carcrash', 'dvd']","['action', 'drama', 'thriller', 'crime']",ritual pornographicvideo carcrash dvd sylvesterstallone mirandarichardson rachaelleighcook mickeyrourke johnnystrong stephent.kay action drama thriller crime
1255,The Impossible,"['naomiwatts', 'ewanmcgregor', 'tomholland', 'samueljoslin', 'oakleependergast']",juanantoniobayona,"['thailand', 'tsunami', 'familyvacation', 'tidalwave', 'catastrophe']","['thriller', 'drama']",thailand tsunami familyvacation tidalwave catastrophe naomiwatts ewanmcgregor tomholland samueljoslin oakleependergast juanantoniobayona thriller drama
1256,Ishtar,"['warrenbeatty', 'dustinhoffman', 'isabelleadjani', 'charlesgrodin', 'jackweston']",elainemay,"['wilderness', 'sahara', 'beautifulwoman', 'singer', 'escape']","['action', 'adventure', 'comedy']",wilderness sahara beautifulwoman singer escape warrenbeatty dustinhoffman isabelleadjani charlesgrodin jackweston elainemay action adventure comedy
1257,Fantastic Mr. Fox,"['georgeclooney', 'merylstreep', 'jasonschwartzman', 'billmurray', 'wallacewolodarsky']",wesanderson,"['fox', 'tree', 'peasant', 'revenge', 'cider']","['adventure', 'animation', 'comedy', 'family']",fox tree peasant revenge cider georgeclooney merylstreep jasonschwartzman billmurray wallacewolodarsky wesanderson adventure animation comedy family
1258,Life or Something Like It,"['angelinajolie', 'edwardburns', 'tonyshalhoub', 'christiankane', 'melissaerrico']",stephenherek,[],"['comedy', 'drama', 'romance']", angelinajolie edwardburns tonyshalhoub christiankane melissaerrico stephenherek comedy drama romance
1259,Memoirs of an Invisible Man,"['chevychase', 'darylhannah', 'samneill', 'michaelmckean', 'stephentobolowsky']",johncarpenter,['invisibleman'],"['comedy', 'fantasy', 'sciencefiction']",invisibleman chevychase darylhannah samneill michaelmckean stephentobolowsky johncarpenter comedy fantasy sciencefiction
1260,Amélie,"['audreytautou', 'mathieukassovitz', 'rufus', 'jameldebbouze', 'clairemaurier']",jean-pierrejeunet,"['paris', 'lovetriangle', 'ghosttrain', 'sex-shop', 'shyness']","['comedy', 'romance']",paris lovetriangle ghosttrain sex-shop shyness audreytautou mathieukassovitz rufus jameldebbouze clairemaurier jean-pierrejeunet comedy romance
1261,New York Minute,"['ashleyolsen', 'mary-kateolsen', 'eugenelevy', 'andyrichter', 'rileysmith']",denniegordon,"['twinsister', 'musicvideo', 'geek', 'vacation', 'university']",['comedy'],twinsister musicvideo geek vacation university ashleyolsen mary-kateolsen eugenelevy andyrichter rileysmith denniegordon comedy
1262,Alfie,"['judelaw', 'marisatomei', 'omarepps', 'janekrakowski', 'renéetaylor']",charlesshyer,"['newyork', 'cheating', 'flirt', 'lover', 'olderwomanseducesyoungerguy']",['comedy'],newyork cheating flirt lover olderwomanseducesyoungerguy judelaw marisatomei omarepps janekrakowski renéetaylor charlesshyer comedy
1263,Big Miracle,"['drewbarrymore', 'johnkrasinski', 'kristenbell', 'vinessashaw', 'dermotmulroney']",kenkwapis,"['whale', 'alaska', 'aftercreditsstinger', 'duringcreditsstinger', 'greenpeace']","['adventure', 'drama', 'romance']",whale alaska aftercreditsstinger duringcreditsstinger greenpeace drewbarrymore johnkrasinski kristenbell vinessashaw dermotmulroney kenkwapis adventure drama romance
1264,The Deep End of the Ocean,"['michellepfeiffer', 'treatwilliams', 'whoopigoldberg', 'jonathanjackson', 'corybuck']",ulugrosbard,"['kidnapping', 'boy', 'reunion']","['drama', 'mystery']",kidnapping boy reunion michellepfeiffer treatwilliams whoopigoldberg jonathanjackson corybuck ulugrosbard drama mystery
1265,FearDotCom,"['stephendorff', 'nataschamcelhone', 'stephenrea', 'udokier', 'ameliacurtis']",williammalone,"['raceagainsttime', 'psychopath', 'homepage', 'cop', 'doctor']","['horror', 'thriller']",raceagainsttime psychopath homepage cop doctor stephendorff nataschamcelhone stephenrea udokier ameliacurtis williammalone horror thriller
1266,Cirque du Freak: The Vampire's Assistant,"['johnc.reilly', 'joshhutcherson', 'chrismassoglia', 'patrickfugit', 'salmahayek']",paulweitz,"['vampire', 'spider', 'wolfman', 'stew', 'bestfriend']","['adventure', 'fantasy', 'action', 'thriller']",vampire spider wolfman stew bestfriend johnc.reilly joshhutcherson chrismassoglia patrickfugit salmahayek paulweitz adventure fantasy action thriller
1267,Duplex,"['benstiller', 'drewbarrymore', 'eileenessell', 'ambervalletta', 'justintheroux']",dannydevito,[],"['action', 'comedy', 'thriller']", benstiller drewbarrymore eileenessell ambervalletta justintheroux dannydevito action comedy thriller
1268,Soul Men,"['samuell.jackson', 'berniemac', 'sharonleal', 'adamherschman', 'seanhayes']",malcolmd.lee,['duringcreditsstinger'],"['comedy', 'music']",duringcreditsstinger samuell.jackson berniemac sharonleal adamherschman seanhayes malcolmd.lee comedy music
1269,Raise the Titanic,"['m.emmetwalsh', 'richardjordan', 'davidselby', 'annearcher', 'alecguinness']",jerryjameson,[],"['action', 'drama', 'thriller']", m.emmetwalsh richardjordan davidselby annearcher alecguinness jerryjameson action drama thriller
1270,Universal Soldier: The Return,"['jean-claudevandamme', 'kianatom', 'billgoldberg', 'michaeljaiwhite', 'heidischanz']",microdgers,"['supercomputer', 'computerprogram', 'destiny', 'timebomb']","['action', 'sciencefiction']",supercomputer computerprogram destiny timebomb jean-claudevandamme kianatom billgoldberg michaeljaiwhite heidischanz microdgers action sciencefiction
1271,Pandorum,"['benfoster', 'dennisquaid', 'camgigandet', 'antjetraue', 'cungle']",christianalvart,"['dystopia', 'spaceship', 'survival', 'mission']","['action', 'horror', 'mystery', 'sciencefiction', 'thriller']",dystopia spaceship survival mission benfoster dennisquaid camgigandet antjetraue cungle christianalvart action horror mystery sciencefiction thriller
1272,Impostor,"['garysinise', 'madeleinestowe', 'mekhiphifer', ""vincentd'onofrio"", 'tonyshalhoub']",garyfleder,"['android', 'alien']","['action', 'sciencefiction', 'thriller']",android alien garysinise madeleinestowe mekhiphifer vincentd'onofrio tonyshalhoub garyfleder action sciencefiction thriller
1273,Extreme Ops,"['devonsawa', 'bridgettewilson', 'rufussewell', 'rupertgraves', 'heinoferch']",christianduguay,['ski'],"['action', 'adventure', 'drama', 'thriller']",ski devonsawa bridgettewilson rufussewell rupertgraves heinoferch christianduguay action adventure drama thriller
1274,Just Visiting,"['jeanreno', 'christinaapplegate', 'christianclavier', 'mattross', 'tarareid']",jean-mariepoiré,"['timetravel', 'remake', 'alternatehistory', 'dragon', 'remakeoffrenchfilm']","['comedy', 'fantasy', 'sciencefiction']",timetravel remake alternatehistory dragon remakeoffrenchfilm jeanreno christinaapplegate christianclavier mattross tarareid jean-mariepoiré comedy fantasy sciencefiction
